input_text,target_text,task_type,source,quality_label,reason
Convert brainrot English to normal English: attempting to ditch the sugar water 🌱🥤 healthier choices era (struggle bus edition) 😩 wish me luck fr,I'm trying to cut back on sugary drinks.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: autumn leaves palette is UNMATCHED ✨🍁 vibrant af, nature flexing its beauty fr 🙏🍂 aesthetic goals",I love the vibrant colors of autumn leaves.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: aww thats mad thoughtful fr 🥺 appreciate u king/queen ✨💖,That is very thoughtful of you.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: babbling brook sounds like nature's chillhop ✨🏞️ peaceful water music fr, calming vibes 🙏😌",I love the sound of a babbling brook.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: back when we still texted like we cared,I miss the way it was.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: backpack holdin on by a single thread 😩🎒 gotta replace that trusty bag fr, RIP loyal companion 🙏 upgrade needed",I need to replace my worn-out backpack.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: barefoot grass walking = peak grounding ✨🌿 connects u to earth fr, simple sensory joy 🙏 nature hug",I love the feeling of walking barefoot on grass.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: barely held together by memes and vibes,I'm trying to hold it together.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: battery low. soul buffering. pls wait...,I can't go on like this.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: battling flat-pack furniture was my personal boss fight this afternoon Furniture 1, Me 0 😭✋ send help and maybe an adultier adult who can read instructions","I spent the afternoon attempting to assemble flat-pack furniture, an endeavor that tested my patience and spatial reasoning skills to their absolute limits.",sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: bed rotting is my calling today ✨😴 summoning the energy to move? nah fam, vibes are horizontal 🛌",I just want to stay in bed all day.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: brain too full, gotta dump it onto a list fr 📝 to-do list time, organize the chaos 🙏✅ stay on track",I need to make a to-do list.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: brain went full goldfish mode and forgot their name 0.2 seconds after they said it 🐠🫠 now trapped in awkward convo limbo forever, send escape rope 🙏",Forgetting someone's name immediately after they introduced themselves creates an inescapable vortex of social awkwardness.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: bro always finding the next big indie artist fr? ✨🎶 music scout king got impeccable taste 🙏 playlist curator,He has a knack for finding cool music.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: bro bakes bread that belongs in a fancy bakery fr ✨🍞 artisanal baker king got skills 🙏 delicious carb magic,He is very good at making artisanal bread.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: bro belongs on stage fr 😂 talent stand-up king makes ppl genuinely laugh 🙏 born performer,He has a talent for stand-up comedy.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: bro can find ANYTHING lost?? 🕵️‍♂️ lost item finder king, literally magic 🙏 how tho??",He has a knack for finding lost items.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: bro dominates strategy games fr 🎲♟️ skilled board game king thinks 10 moves ahead 🙏 mastermind,He is very skilled at strategy board games.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: bro eats the same thing for lunch DAILY 🥪😭 creature of habit king fr, predictable af but consistent? 🤔",He eats the same lunch almost every day.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: bro finds cool old working tech?? ✨💾 knack for vintage electronics king got retro gems 🙏 nostalgic gadgets,He has a knack for finding vintage electronics.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: bro hears a song & just PLAYS it?? 🤯🎹 piano by ear king got magic talent fr 🙏 musical genius,He has a talent for playing piano by ear.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: bro just radiates funny energy 😂 talent king makes ppl laugh effortlessly 🙏 born comedian,He has a talent for making people laugh.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: bro know EVERYBODY fr 🔌 got connections everywhere, plugged in frfr 👀",He's got a lot of connections.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: bro knows ALL the good vintage spots fr ✨🛍️ knack for finding gems king, best thrifter 🙏 leads u to gold",He has a knack for finding cool vintage stores.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: bro knows all the hawks & eagles?? 🦅🦉 knowledgeable bird of prey king got predator facts 🙏 nature expert,He is very knowledgeable about birds of prey.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: bro knows lyrics to EVERYTHING?? 🎶🧠 song lyric king got database brain fr 🙏 karaoke champion,He is very good at remembering song lyrics.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: bro lives for the OG nintendo vibes fr 👾🎮 passionate vintage gamer king loves retro pixels 🙏 nostalgia trip,He has a passion for vintage video games.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: bro lives for the old school consoles fr 👾🎮 passionate retro gamer king loves the classics 🙏 nostalgia hits,He has a passion for retro video games.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: bro lives for the retro arcade vibes fr ✨👾 passionate vintage gamer king, loves the classics 🙏 pixels & joysticks",He has a passion for vintage arcade games.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: bro lives for the vinyl hunt fr ✨🎶 passionate record collector king got rare gems 🙏 analog vibes,He has a passion for collecting vinyl records.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: bro obsessed w collecting comics fr 🦸‍♂️ passionate collector king got rare issues 🙏 nerd cave goals,He has a passion for collecting comic books.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: bro plays folk music that feels like home ✨🪕 skilled acoustic king got campfire vibes fr 🙏 heartwarming tunes,He is skilled at playing acoustic folk music.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: bro ran up some serious bands last year 💰💰 bossed up fr, gettin that bag secured 💯",He made a lot of money last year.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: bro sounds exactly like a [animal]?? 🤯 skilled animal mimic king fr, nature soundboard 🙏 how??",He is very skilled at mimicking animal sounds.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: bro that orchestra SLAPPED?? the violins were violin-ing SO hard i think i ascended fr ✨🎻😭 pure main character soundtrack energy,Attending the symphony orchestra concert was a truly transcendent experience; the music evoked a profound emotional response within me.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: bro the PRANK MASTER fr 😂 his practical jokes are next level elaborate, chaotic good energy 😈💯",He is known for his elaborate practical jokes.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: bro the simulation is glitching, ran into 3 ppl i know in the same cafe?!?? 🤯 odds are ODDING rn, feels like the NPCs are spawning too close 🤖☕",The sheer coincidence of running into three different acquaintances in the same small cafe within an hour felt statistically improbable.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: bro thinks his phone call is a public broadcast 📢💀 everyone in a 5 mile radius knows his business now 😭,He talks way too loud on the phone.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: bro thinks outside the BOX box fr ✨💡 creative problem solver king finds unique solutions 🙏 innovative mind blown,He has a talent for creative problem-solving.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: bro understands ppl on a scary level 🤔 deep understanding of human nature fr, wise king 🙏 psychologist vibes",He has a deep understanding of human nature.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: bro writes dialogue that snaps & sparkles ✨💬 witty writer king got sharp comedic timing fr 🙏 clever lines,He has a talent for writing witty dialogue.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: bro writes dialogue that sounds real af?? ✨💬 talent writer king captures voices perfectly 🙏 character chemistry,He has a talent for writing engaging dialogue.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: bro writes essays that actually make u LOL?? 😂✍️ talent humor writer king got witty takes fr 🙏 funny & smart,He has a talent for writing humorous essays.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: bro writes essays that make u *think* think fr ✨✍️ insightful writer king got profound takes 🙏 deep reflections,He has a talent for writing insightful essays.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: bro writes lyrics that HIT deep?? ✨🎶 talent lyricist king got word magic fr 🙏 poetic soul,He has a talent for writing song lyrics.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: bro writes poems that actually make u laugh?? 😂📜 funny poet king got wit & rhyme fr 🙏 unique talent,He has a talent for writing funny poems.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: bro writes short stories that pack a punch?? ✨✍️ talent writer king masters the short form 🙏 impactful tales,He has a talent for writing short stories.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: bro writes stories u cant put down?? ✨📖 talent narrator king got hooks for days 🙏 compelling reads,He has a talent for writing compelling narratives.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: bro writes whole fantasy worlds?? epic ✨🐉 talent novelist king got imagination for days 🙏 lord of the rings who?,He has a talent for writing fantasy novels.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: bro's comic book collection is INSANE 🔥🦸‍♂️ major collector king, valuable grails fr 🙏 nerd nirvana",He has an amazing collection of comic books.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: bruh the system went full ✨Error 404✨ and now everyone's COOKED. send coffee and tech support stat, the company's running on fumes and vibes 💀☕","The unexpected system outage caused significant delays across multiple departments, necessitating urgent troubleshooting and cross-functional collaboration.",sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: bruh tryna lock in but the noise is giving ✨sensory overload✨ my focus left the chat 😭🔇,"I'm trying to concentrate, but there's too much noise.",sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: built like a glitch, trying to fit in",Why can't I be like others?,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: buying a guitar knowing i'll practice for 3 days then it becomes decoration ✨🎸 another hobby loading... ⏳,I want to learn how to play guitar.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: cable management currently 'spaghetti monster' chic 😩🔌 gotta organize that cord chaos fr, untangle the mess 🙏 neat freak mode",I need to organize my cords and cables.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: campfire crackling = peak cozy outdoor vibes ✨🔥 primitive tv but better 🙏 warm & hypnotic,I love the sound of a crackling campfire.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: car gotta pass the vibe check (emissions test) 🚗💨 hope she clean fr 🙏 adulting chore unlocked,I need to get my car's emissions tested.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: car needs its spa day fr 🚗🔧 gotta schedule that service, keep it runnin smooth 🙏 preventative care",I need to take my car for a service.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: car savings mission engage 🚗💸 gotta stack paper fr, need wheels king/queen 🙏 budget life",I need to save money for a car.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: cat purrs = instant relaxation ✨🐈 motorboat kitty vibes, soothing af 🙏😌 therapeutic",I love the sound of a cat purring.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: catching my own reflection unexpectedly and jumping like 'who dat?' 😳 mirror me looking sus fr 👀 brief existential flicker then back to reality ✨,"Accidentally making eye contact with yourself in a reflective surface sometimes prompts a brief, startled moment of self-recognition.",sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: caught myself vibing to elevator muzak 💀 when did i become this person?? send help my coolness levels are critical 📉🆘,Realizing you've been automatically singing along to elevator music requires a moment of profound self-reflection.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: chest & shoulders tight from hunching 😩 gotta open up that posture fr, counteract desk life 🙏 mobility matters",I need to stretch my chest and shoulders.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: cicada drone IS summer energy ✨☀️ loud af but nostalgic summer sound 🙏 nature's intense buzzing,I love the sound of cicadas in the summer.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: cinnamon roll smell IS pure bliss & calories ✨🤤 best sweet baking aroma fr, need one NOW 🙏 warm & gooey",I love the smell of freshly baked cinnamon rolls.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: city sounds kinda slap sometimes tho? ✨🌃 background noise energy, feels alive fr 🙏 depending on the sound tho lol",I enjoy listening to the sounds of the city.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: clean room = clean mind ✨😌 satisfaction level 1000 after tidying up, pure bliss 🙏💖",I love the satisfaction of a clean room.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: clean space = clean mind ✨🧹 accomplishment dopamine hits hard after cleaning, satisfaction 💯 sparkling satisfaction 🙏",I love the feeling of accomplishment after cleaning.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: coffee shop corner + headphones = perfect solo chill ✨☕️ quiet buzz vibes fr, focus or relax 🙏 my space",I enjoy quiet time in a coffee shop.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: collaborative effort led to a functional, aesthetically pleasing, and user-friendly product ✨💅 we slayed",The collaborative effort resulted in a product that was not only functional but also aesthetically pleasing and user-friendly.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: coming back from vacay to my inbox? terrifying 😨 the email avalanche is real and im NOT equipped to handle this rn 💀 send digital shovel 🙏,The sheer volume of unread emails accumulated after a short vacation can feel like an insurmountable digital avalanche.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: committed to building strong relationships ✨ fostering trust and mutual respect. teamwork makes the dream work ✨,"I'm committed to building strong relationships with colleagues, clients, and stakeholders, fostering trust and mutual respect.",sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: committed to continuous improvement ✨ constantly seeking feedback and implementing changes. lets gooo 💪,"I'm committed to continuous improvement, constantly seeking feedback and actively implementing changes to enhance my performance.",sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: committed to ethical and responsible business practices ✨ ensuring transparency and accountability. integrity matters 💯,"I'm committed to ethical and responsible business practices, ensuring transparency and accountability in all my actions.",sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: committed to fostering a culture of innovation and creativity ✨ encouraging experimentation and risk-taking. lets gooo 💪,"I'm committed to fostering a culture of innovation and creativity, encouraging experimentation and risk-taking within the team.",sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: committed to lifelong learning ✨ constantly seeking new knowledge and skills. never stop growing 🤓,"I'm committed to lifelong learning, constantly seeking new knowledge and skills to enhance my capabilities and stay ahead of the curve.",sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: committed to lifelong learning ✨ continually seeking new knowledge and skills. never stop learning 🤓,"I'm committed to lifelong learning, continually seeking new knowledge and skills to stay ahead in my field and adapt to changing circumstances.",sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: committed to maintaining a healthy work-life balance ✨ prioritizing my well-being. self-care is key 💖,"I'm committed to maintaining a healthy work-life balance, prioritizing my well-being and ensuring sustainable long-term success.",sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: committed to professional development ✨ investing in my education and training. lets gooo 💪,"I'm committed to professional development, investing in my education and training to enhance my skills and advance my career.",sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: comprehensive research and development led to a groundbreaking product ✨ transformed the industry. we slayed💅,The comprehensive research and development process led to the creation of a groundbreaking product that transformed the industry.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: comprehensive strategy, carefully planned and meticulously executed, resulted in achieving all key performance indicators ✨💅 we slayed","The comprehensive strategy, carefully planned and meticulously executed, resulted in the achievement of all key performance indicators.",sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: cozy corner + good book = my happy place ✨📚 quiet reading vibes essential, recharge station 🙏 introverting deluxe",I enjoy quiet reading in a cozy corner.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: cozy reading time is my fav ✨📚 blanket + book + tea = heaven 🙏 introvert paradise 😌,I enjoy cozying up with a good book.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: cracking a tough problem? god tier feeling ✨💡 brain power activated, victory sweet fr 🙏 challenge conquered",I love the feeling of solving a difficult problem.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
"Convert brainrot English to normal English: creek flowing sounds instantly soothing fr ✨🏞️ gentle water music vibes, nature's chill track 🙏 peaceful",I love the sound of a flowing creek.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: crickets chirping at night = cozy summer sound ✨🦗 peaceful background noise fr 🙏 nature's ambience,I enjoy the sound of crickets at night.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: currently ghosting civilization,I need a break from people.,sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
Convert brainrot English to normal English: customer feedback was amazing! validates all our hard work ✨💅,"The feedback received from customers was overwhelmingly positive, validating our efforts and providing valuable insights for future product development.",sentence_translation,hf_parallel:ethan00alphayehah/brainrot-dataset,keep,kept_sentence_translation
